UniqueCount	AmbigCount
1	4
0	0
0	777
0	0
0	3
0	5
0	0
0	2
0	1
0	0
0	0
0	0
0	0
28	92
0	2
0	1
0	10
0	5
0	50
3	10
7	151
2	8
0	11
160	38
0	26
0	103
14	6
0	0
17	34
0	0
0	0
0	0
13	902
0	231
0	250
0	218
0	110
0	74
162	90
0	0
0	43
0	1
0	0
0	4
0	5
0	11
0	7
0	8
5	11
15	23
0	3
43	0
1	113
0	59
0	85
7	58
0	41
4	36
0	16
0	43
0	31
13	15
0	35
1	20
3	11
1	22
0	23
0	16
0	0
0	2
0	6
0	4
3	242
5	20
0	6
0	6
0	20
0	20
8	18
0	12
0	14
0	29
0	8
0	0
0	5
0	11
0	6
0	5
0	0
0	0
64	2355
614	31574
512	87960
0	0
1	232
0	2
1494	21443
1	414
0	0
0	4
142	1213
6	3
0	0
2	0
0	3
0	31
0	13
0	20
0	11
0	13
0	13
5	11
0	15
0	14
6	34
0	12
0	19
0	19
0	13
0	16
1	21
20	10
0	2
10	2
0	12
0	1
5	1
0	1
0	8
0	11
0	7
0	7
0	1
0	5
1	54
2	34
9	34
0	0
5	9
0	9
7	2
124	9
0	2
0	236
0	258
71	555
13	86
2	587
21	61
0	400
0	571
12	17
1	258
0	578
0	300
0	426
2	4
0	211
1	255
2	17
0	222
0	307
0	303
0	264
0	14
8	140
0	216
2	230
0	300
0	320
0	325
0	389
0	202
0	231
0	244
1	266
6	15
1	284
0	379
0	242
0	15
0	6
0	35
0	13
0	214
7	9
0	0
0	0
4	36
0	8
1	23
0	3
0	0
0	0
1	0
0	0
26	7
0	5
0	2
0	55
0	54
0	3
1	53
0	20
0	20
0	23
0	17
0	20
0	42
0	16
0	0
0	1
0	1
0	0
182	1342
11	490
40	1130
0	0
36	409
6	15
30	12
0	5
2	6
2	1
1	1
0	1
0	1
0	0
0	0
0	2
0	2
0	2
0	0
9	1
2	10
2	3
5	8
1	1
0	98
0	43
194	97
0	0
0	0
0	2540
0	2260
0	2177
0	2457
0	3
0	89
3	26
0	4
10	6
19	932
0	10
1	13
0	13
0	1
0	13
1	13
0	13
2	17
0	13
0	13
0	1
0	0
0	0
1	0
0	133
3	112
2	133
0	150
10	101
0	133
4	140
0	7
1	91
0	30
0	40
0	41
2	5
0	3
1	11
0	5
0	2
0	6
0	1
5	0
0	0
0	0
0	0
0	0
25	0
0	0
0	0
0	0
0	1
0	0
1	0
0	0
0	0
0	0
0	0
0	1
0	1
0	0
0	8
