UniqueCount	AmbigCount
1	19
0	1
3	1052
0	0
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
33	134
0	7
0	2
0	15
0	7
0	77
5	1
10	301
0	7
0	22
343	101
0	74
4	253
1	7
1	6
0	14
1	0
0	0
0	1
17	1106
2	296
1	266
0	212
0	86
0	65
100	48
1	0
0	39
0	0
0	0
0	0
0	1
0	4
0	6
0	9
6	19
13	36
0	9
26	2
0	182
0	81
1	148
8	107
0	71
1	53
4	37
2	79
0	64
33	35
0	82
2	44
6	13
5	17
1	60
3	42
0	0
0	3
0	9
0	0
3	477
1	11
0	0
0	13
0	14
1	15
11	9
0	14
1	13
0	41
0	11
0	0
0	6
0	20
0	8
0	11
0	0
0	0
1	1159
143	31577
10	98570
0	0
0	120
0	1
1407	18021
0	266
0	0
0	0
200	2436
0	8
0	0
0	0
0	24
0	19
0	12
0	14
0	9
0	12
0	13
5	10
0	11
0	10
4	31
0	12
0	13
0	13
0	9
0	23
1	30
13	5
0	3
9	3
0	13
0	0
3	0
0	7
0	7
0	7
0	6
0	5
0	4
0	11
3	45
0	25
18	24
0	0
36	12
0	7
0	1
165	22
0	3
2	191
1	193
43	379
7	118
0	450
16	74
0	308
0	394
6	23
0	213
0	377
0	236
0	316
1	8
0	170
2	188
3	19
0	178
0	242
1	244
1	199
2	20
1	95
0	153
0	162
0	242
0	230
0	240
0	277
0	169
0	191
0	195
0	210
5	24
8	217
0	268
0	191
2	24
0	7
0	61
0	17
0	147
1	3
0	0
0	0
0	25
0	7
0	18
0	2
0	0
5	0
5	0
0	0
217	43
3	36
0	5
0	132
0	128
0	8
0	117
0	53
0	65
0	67
0	43
0	55
0	103
0	53
1	0
0	14
0	2
0	1
181	1611
6	560
31	1314
0	1
52	527
10	18
64	24
9	8
7	21
1	0
19	50
2	42
3	51
0	2
0	8
0	1
0	1
0	1
0	0
16	0
4	42
7	28
18	28
4	8
1	134
0	68
311	132
0	0
0	0
0	7316
0	6574
0	6242
0	6984
0	34
2	236
5	65
0	2
9	39
29	1926
0	10
1	25
0	24
0	5
0	20
5	23
0	19
2	20
0	19
0	12
0	4
0	0
4	1
0	0
0	67
1	52
1	74
0	76
7	44
2	76
3	70
0	8
0	46
0	23
0	26
1	25
0	5
0	4
0	3
1	2
0	1
2	4
0	0
5	2
0	0
0	0
0	0
0	0
0	0
1	0
0	3
0	3
1	0
0	0
1	1
0	0
0	0
0	0
0	0
3	0
0	0
0	0
1	13
0	13
0	6
0	19
0	11
0	16
