UniqueCount	AmbigCount
0	5
0	0
2	571
0	0
0	7
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
11	68
0	5
0	4
0	3
0	0
0	36
4	0
4	67
0	5
0	4
72	28
0	13
0	46
2	20
0	0
12	43
0	0
0	0
0	1
15	717
0	250
0	262
0	202
0	119
0	85
124	53
0	0
0	43
0	1
0	1
0	1
0	5
0	6
1	6
0	5
0	7
4	10
0	1
13	1
0	44
0	16
0	29
2	33
0	14
0	11
0	9
0	17
0	13
3	10
0	16
2	6
1	4
0	5
0	4
0	4
0	0
0	1
0	3
0	0
0	96
1	12
0	2
0	7
0	15
0	15
7	8
0	15
0	15
1	19
0	7
0	0
0	5
0	4
0	3
0	1
0	1
0	1
14	6114
4793	699784
127	470347
0	0
5	1912
1	11
10373	136628
5	1734
0	0
0	0
51	459
2	0
0	0
0	0
0	3
0	11
0	8
0	10
0	6
0	7
0	9
5	8
0	7
0	7
8	21
0	6
0	7
0	8
0	3
0	8
0	9
9	2
0	4
1	4
0	9
0	0
2	0
0	4
0	2
0	2
0	1
0	2
0	1
0	5
3	28
1	5
4	5
0	0
13	2
0	2
3	0
116	18
0	1
1	177
2	189
44	343
15	103
1	409
13	57
0	296
0	348
7	16
0	193
0	342
0	229
0	295
1	6
1	162
0	179
0	18
0	168
0	225
0	224
0	192
0	20
3	91
0	141
1	155
1	232
0	236
0	232
0	276
0	162
0	164
0	171
0	202
7	23
1	209
0	274
0	177
0	23
0	7
0	57
0	16
0	139
1	8
0	1
0	1
3	12
0	1
0	10
0	1
0	0
0	0
1	0
0	0
21	9
0	4
0	5
0	11
0	12
0	1
0	9
0	4
0	3
0	4
0	3
0	4
0	8
0	3
0	0
0	0
0	0
0	0
163	1501
7	556
15	1266
0	0
48	464
3	12
41	11
3	2
2	8
0	2
28	80
1	67
5	83
0	1
0	9
0	0
0	0
0	0
0	0
3	0
4	14
1	8
6	9
1	2
0	101
0	59
221	101
0	0
1	0
0	3158
0	2814
0	2697
0	3041
0	12
0	104
2	34
0	7
3	18
11	1113
0	13
1	10
0	9
0	3
0	7
1	8
1	9
1	7
0	6
3	3
0	1
0	0
0	1
0	0
0	73
0	61
1	83
0	91
8	61
0	73
1	77
0	8
0	48
0	16
0	28
0	30
0	7
0	2
1	18
0	5
0	1
1	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	2
0	0
0	0
0	0
0	0
0	0
0	0
0	7
5	11
0	4
0	3
0	36
1	35
0	33
0	62
1	53
0	43
0	28
0	56
0	26
0	30
0	47
0	32
0	35
0	6
124	3326
2	3016
2	2363
12	983
8	710
3	637
0	466
355	3
0	0
0	0
2	2
0	1
0	1
5	0
0	972
5	1073
0	975
1	628
3	616
0	548
6	521
3	52
0	412
0	346
0	45
0	84
0	112
0	70
0	80
0	13
0	15
2	27
1	33
3	3
1	0
1	0
0	15
0	11
2	17
0	17
0	2
0	14
0	0
0	2
1	271
9	297
1	172
0	192
0	0
0	20
0	44
0	2
6	56
0	20
3	9
0	11
0	1
0	0
32	186
1	35
1	10
0	85
0	6
0	91
3	95
0	646
0	1112
0	1108
0	838
0	207
0	957
0	1333
0	841
21	719
3	389
1	729
0	1104
0	857
0	707
0	966
0	934
1	219
0	90
1	81
0	812
0	106
0	195
0	188
0	84
0	140
0	254
0	6
0	46
0	363
6	212
2	138
0	217
0	178
0	179
0	0
0	0
0	55
1	318
3	229
0	44
0	162
1	63
0	82
1	63
2	109
0	31
0	1
0	3
0	2
0	0
14	4
1	195
853	316
24	127
3	0
6	932
47	974
3	136
0	129
3	68
2	33
2	45
0	0
0	244
3	330
0	357
1	199
0	331
1	80
0	46
7	54
0	2
0	0
18	1584
9	1550
445	1550
32	1558
6	38
2	30
0	0
0	474
24	699
6	466
8	317
8	1087
0	548
2	743
0	698
0	240
0	451
0	79
0	51
1	44
2	93
0	404
4	17
0	92
1	2
0	16
1	515
4	509
6	499
0	536
0	465
0	531
0	436
0	441
0	479
0	20
0	426
0	464
0	460
0	179
1396	1523
1	619
6	793
18	38
15	906
2	90
0	0
27	38
1	84
0	77
0	80
0	24
0	13
1	0
2	0
0	1
6	0
0	1
0	1
1	214
7	860
384	1081
2	21
403	87
0	0
117	60
1	240
0	133
41	224
0	26
20	112
16	65
1	10
7	12
0	2
0	844
1	600
0	808
0	741
1	794
0	1
0	47
2	148
8	0
11	0
848	1689
5	1295
0	397
714	94
0	9
24	32
0	0
487	3
106	2
192	0
10	240
2	232
0	254
0	253
0	165
1	234
0	238
3	14
0	20
0	243
1	9
0	150
3	13
1	3
0	22
0	245
0	190
0	16
0	218
0	192
0	6
1	6
0	178
2	36
0	7
0	2
1	22
0	26
0	36
0	14
0	4
0	4
0	0
0	6
0	1
0	5
0	4
0	0
0	2
0	2
0	0
0	1
15	1422
1	1264
0	1197
1	1063
0	980
0	948
0	948
0	948
0	233
0	1
3	177
2	3102
0	3071
7	751
3	184
0	0
0	0
0	5
32	983
0	832
1	142
0	616
0	760
0	526
0	762
0	851
0	738
0	684
3	11
1	38
0	14
0	3
0	67
0	4
0	8
1	81
1	44
3	69
0	6
0	3
9	3
38	605
2	1
1	0
0	0
0	0
2	171
10	20
4	141
0	93
1	1790
1	1771
16	1637
2	747
0	0
4	229
0	77
0	28
5	186
0	45
2	19
1	138
2	159
2	103
4	103
0	43
0	2
1	11085
1	12043
7	12395
3	11586
0	11291
0	12198
0	11090
0	10106
0	12177
10	11287
1	7646
0	11338
0	12075
0	11793
0	11784
0	11547
0	11389
2	10182
4	10165
0	9338
0	9836
10	9368
1	4574
5	3939
3	915
0	2115
0	1124
0	349
0	17
7	51
1	0
0	6
0	4
0	1
0	6
0	2
0	0
0	0
0	0
0	0
0	13
0	12
0	0
0	4
1	1
0	0
0	16
0	2
0	12
0	1
0	0
0	12
0	3
0	0
2	19
0	1
18	9
4	9
0	144
2	323
0	141
0	195
0	283
1	191
0	25
0	239
3	210
0	168
0	0
0	310
1	68
0	23
6	200
1	62
0	111
0	28
1	189
0	1
0	1
96	701
1	48
1	1
0	6
1	7
1	4
0	667
0	18
0	616
0	57
0	105
0	61
0	98
0	61
2	108
0	117
0	80
0	31
0	21
0	65
0	8
0	567
1	73
0	427
0	325
0	16
5	1
4	1
0	1
1	59
1	60
6	226
0	227
0	173
35	227
0	103
1	255
0	180
4	183
3	175
6	94
3	334
0	0
10	1
0	0
0	10
1352	19
0	0
0	2
2	5
1	2
1	2
5	113
0	61
3	116
0	1
