UniqueCount	AmbigCount
0	14
0	3
3	689
0	0
0	0
0	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
36	187
0	7
1	7
0	7
0	2
0	99
0	2
0	129
0	4
0	8
205	46
0	39
0	150
14	16
0	4
18	50
0	0
0	0
0	3
5	752
2	240
0	241
0	165
0	85
0	58
167	86
1	0
0	27
0	0
0	0
0	0
0	0
0	1
1	1
0	4
3	25
8	13
0	5
34	0
0	112
0	41
0	60
6	86
0	40
1	21
3	22
0	33
0	23
12	15
0	23
3	23
2	10
0	13
0	30
0	16
0	0
0	2
0	4
0	0
4	235
0	3
0	0
0	12
0	4
0	3
4	3
0	6
0	3
1	30
0	5
0	0
0	7
0	14
0	4
0	7
0	0
0	0
0	36
4559	117025
16	227311
0	0
4	931
1	8
5611	72666
3	1430
0	0
0	0
99	1205
0	8
0	0
0	0
0	8
0	53
0	35
0	42
0	24
0	48
2	41
28	39
0	41
0	51
3	38
0	57
0	35
0	51
0	23
0	62
4	79
27	10
0	13
23	13
0	8
0	0
2	0
0	7
0	12
0	17
0	8
0	8
0	15
0	9
10	61
4	50
19	52
0	0
21	9
0	9
0	0
565	86
0	0
0	139
1	147
60	345
12	32
1	353
12	42
0	229
0	351
6	7
1	155
0	343
0	162
0	251
8	4
0	117
1	114
0	6
0	125
0	165
0	177
0	151
0	5
0	67
0	113
0	108
0	163
0	176
0	188
0	229
0	121
0	130
0	139
0	151
0	3
2	169
0	222
0	139
1	3
0	8
0	12
0	4
0	110
3	5
0	1
0	1
0	18
0	5
0	6
0	0
0	1
1	0
0	2
0	1
26	4
0	4
0	0
0	24
0	25
0	6
0	21
0	15
0	15
0	16
0	10
0	16
0	12
1	8
0	0
0	2
0	0
0	1
144	1208
3	402
19	1020
0	0
29	372
5	15
53	16
5	3
3	12
4	4
6	21
1	18
1	22
0	0
0	0
0	0
0	0
0	0
0	0
6	0
3	11
7	4
10	9
0	1
0	114
0	56
280	113
0	0
0	0
0	4895
0	4334
0	4188
0	4749
0	13
1	155
7	45
0	3
5	15
32	1481
0	19
1	23
0	23
0	4
0	20
1	21
1	20
2	19
0	17
0	13
0	3
0	0
0	1
0	0
1	90
2	72
0	90
0	102
8	70
0	92
3	93
0	10
1	58
1	19
0	30
1	31
0	8
0	4
1	9
0	6
0	0
0	3
0	0
2	1
0	0
1	0
0	0
0	0
8	0
0	0
0	1
0	1
1	0
0	0
0	0
0	0
0	0
0	0
0	0
1	2
1	2
0	1
0	36
0	34
0	40
0	58
0	47
0	47
0	25
0	51
0	21
0	29
0	36
0	35
0	34
0	3
144	3040
7	2791
3	2269
34	854
6	630
2	561
0	496
408	4
0	0
0	0
2	3
0	4
0	3
3	0
1	643
1	710
0	650
1	399
1	384
1	324
4	324
9	44
0	275
0	215
0	25
0	50
0	92
0	60
2	73
1	6
0	15
1	15
3	26
6	2
0	0
4	0
1	37
1	24
0	35
0	35
0	3
1	35
0	0
0	7
16	272
9	303
5	190
0	199
1	2
0	16
2	34
1	1
18	56
0	19
5	8
0	9
0	0
0	0
19	85
0	21
0	5
0	43
0	4
0	36
0	35
3	548
0	940
0	944
0	704
0	148
0	818
0	1151
0	708
65	578
12	321
2	644
0	935
0	738
0	614
0	863
0	818
0	198
0	84
0	77
0	734
0	100
0	162
0	134
2	52
0	119
1	213
0	7
1	30
2	305
7	200
0	97
0	186
0	153
1	157
0	0
0	0
0	56
0	283
5	219
0	49
0	155
0	60
0	80
0	72
0	93
0	28
0	0
0	1
0	0
0	0
29	4
0	94
383	129
1	38
2	0
15	776
45	809
0	98
0	100
3	63
0	19
4	27
0	0
0	52
1	76
1	80
1	38
0	76
0	26
0	12
1	17
0	0
0	0
5	685
11	658
334	661
40	671
2	21
1	8
0	0
1	926
29	1159
4	862
10	579
45	2149
4	1247
6	1447
0	1620
2	472
0	720
0	145
1	111
4	122
12	162
0	569
9	21
0	132
6	2
1	21
3	465
3	468
8	517
0	547
0	477
0	546
0	409
0	403
0	436
0	13
0	398
0	429
0	426
0	132
637	629
4	227
16	299
17	25
15	407
2	39
0	2
155	46
0	44
0	36
0	37
0	20
2	5
0	0
2	2
0	1
1	3
0	1
1	4
2	248
8	979
554	1227
3	37
592	145
0	2
140	129
1	275
0	175
47	259
0	14
32	156
48	101
0	1
7	1
0	0
0	537
1	386
1	514
0	452
0	505
0	2
0	36
0	83
14	1
23	1
847	1588
3	1294
0	298
558	61
1	19
91	65
0	0
557	7
85	0
613	6
28	392
2	394
0	422
0	413
0	287
1	370
0	378
21	68
0	23
1	397
0	12
0	268
3	72
10	13
0	21
0	407
2	284
0	8
0	349
0	310
1	7
4	4
2	320
1	50
0	8
0	5
3	39
0	62
0	87
1	27
0	12
0	11
0	2
0	5
0	2
0	5
0	3
0	2
0	2
0	3
0	1
0	1
20	1540
1	1431
1	1346
0	1188
0	1110
0	1059
0	1059
0	1059
0	279
4	1
2	260
3	3869
1	3837
27	996
11	253
1	0
0	0
0	4
30	1083
0	954
0	150
0	730
0	876
0	635
0	892
0	978
0	898
0	754
3	22
1	41
1	20
0	3
2	89
0	8
0	9
4	101
4	72
2	89
0	9
0	21
4	22
82	694
7	3
2	5
0	0
0	0
11	261
21	31
5	235
0	124
7	1978
1	1943
4	1746
11	787
1	2
0	228
0	87
0	18
6	169
1	38
2	12
1	119
2	189
2	123
3	118
1	39
0	0
1	8981
3	9825
5	10143
1	9429
0	9345
2	9975
0	9144
0	8232
0	9971
1	9339
2	6135
0	9344
0	9852
0	9636
0	9635
0	9435
0	9299
0	8325
8	8206
0	7449
1	7923
6	7588
1	3738
3	3200
20	707
1	1662
0	953
0	323
0	14
4	38
0	0
0	10
0	10
0	1
0	10
1	5
0	0
0	0
3	2
0	0
0	3
0	4
0	0
0	2
0	0
0	0
0	6
0	1
0	6
0	1
0	0
4	6
0	1
0	0
3	10
1	0
10	4
3	4
0	60
0	140
0	59
0	87
1	117
6	88
0	10
0	90
1	82
0	71
0	0
5	125
0	33
0	10
3	75
0	26
0	43
0	5
0	72
0	0
2	0
55	465
0	33
1	5
0	8
0	8
0	4
0	430
0	5
0	377
0	27
0	62
0	34
0	61
0	34
0	78
0	72
0	45
0	13
0	7
0	43
0	2
0	366
1	51
0	262
2	240
0	9
6	2
3	0
0	0
2	72
3	89
7	183
0	233
0	130
24	72
2	81
4	228
0	144
2	145
1	140
6	45
2	147
0	0
3	0
0	0
0	26
1561	50
0	0
0	3
3	12
1	2
0	2
25	187
7	136
8	175
0	0
19	20
0	2
8	47
0	70
13	15
1	8
0	15
1	0
100	1
0	0
9	0
30	2327
0	363
76	2957
0	627
5	36
11	1376
1	395
82	914
2	144
8	473
0	511
0	389
0	397
0	66
0	15
1	3
0	3
0	8
0	0
0	14
0	14
0	14
1	16
1	13
0	6
0	5
0	0
0	0
32	533
0	454
0	286
0	44
0	10
0	0
5	3
1	26
0	106
0	38
0	0
0	8
4	0
0	23
1	23
0	12
0	4
7	17
0	2
2	11
1	11
0	68
2	97
5	93
1	96
1	76
43	300
0	203
5	91
0	87
8	76
13	198
0	238
0	13
8	48
1	0
3	15
0	0
0	0
1	0
2	29
0	30
0	189
0	180
0	199
0	188
0	61
0	197
0	46
0	8
0	2
1	9
0	178
0	3
3	169
0	0
0	0
0	0
0	0
0	0
1	0
3	0
0	0
0	0
1	0
39	4
0	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	16
8	59
3	58
2	3
0	41
26	129
0	24
4	46
0	2
26	48
10	1
2	302
0	28
2	422
328	451
0	288
0	249
1	1
0	288
0	65
0	0
0	0
0	0
0	0
10	0
7	0
4	0
121	405
3	405
0	402
0	43
2	8
0	23
16	258
0	0
2	129
0	131
0	87
0	4
0	83
0	5
0	7
0	1
0	0
1	61
18	47
0	42
4	42
0	58
1	52
0	42
469	1832
0	1832
16	310
104	315
42	3
0	114
2	38
0	9
0	2
0	107
1	75
4	11
0	7
0	7
0	4
0	7
0	7
0	4
0	4
0	3
0	3
0	6
0	2
0	0
0	3
0	2
0	0
0	0
1	83
0	22
0	269
0	190
0	299
19	611
0	128
1	13
1	328
0	17
0	363
4	391
0	462
0	448
0	179
0	284
0	236
2	217
0	227
1	360
1	223
5	48
0	46
0	14
1	228
0	181
4	28
0	169
0	14
0	0
1	1
0	0
0	0
37	69
1	34
1	60
7	7
1379	181
4	172
0	19
5	0
3	0
1	1146
0	1327
0	1358
2	1354
0	1191
2	1311
0	1283
0	1233
2	1220
0	1259
2	1189
0	1278
0	1352
0	1075
0	1078
0	1052
0	9
0	707
0	319
1	684
0	23
0	39
1	368
0	175
0	70
7	37
0	7
0	163
6	162
4	154
3	157
0	155
0	158
0	155
0	155
1	2
2	14
1	237
12	243
1	313
0	234
0	269
0	273
2	271
0	276
3	280
0	135
0	13
0	2
0	2
3	0
9	5
1	4
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
6	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
33	6
0	6
0	0
0	7
0	7
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	100
3	87
0	509
10	598
2	573
2	464
0	4
0	10
5	9
0	296
3	21
0	3
0	3
1	127
0	129
0	120
0	1
0	0
2	1
0	0
0	0
0	4
0	0
0	3
0	116
0	8
0	0
0	23
0	111
0	1
0	120
0	0
0	102
0	7
0	0
0	27
0	103
0	118
0	1
0	0
2	100
0	0
0	0
0	119
0	117
0	26
0	34
0	0
0	0
1	105
0	1
0	34
0	61
0	0
0	0
0	4
0	93
0	79
0	93
2	1
0	0
0	1
0	1
0	0
0	0
1	1151
17538	5874
42	5513
2	5080
0	3192
4	2591
1	1157
0	1154
30	0
7	4
29	139
0	8
9	1
24	130
0	1
0	2
0	20
1	5
1946	2051
0	91
31	1943
14	555
3	0
0	0
0	0
0	0
40	0
0	83
4	83
4	80
0	80
6	80
0	68
0	68
0	30
0	0
4	0
4	3
0	0
0	0
6	14
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	18
0	23
0	16
11	23
0	19
0	22
0	20
0	17
0	12
0	5
1	15
0	7
0	3
0	12
0	8
0	0
0	7
0	10
0	7
3	7
0	2
1	107
2	161
0	182
1	182
0	179
0	152
0	179
0	179
0	179
0	170
0	181
1	181
0	181
0	181
0	178
0	119
0	158
1	40
2	3
0	10
0	4
0	7
0	0
0	10
0	10
0	4
0	4
0	4
0	0
462	42
0	26
2	5
4	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
29	257
27	103
14	90
0	64
36	118
2	39
0	65
1	33
6	956
40	886
0	153
0	115
1	41
537	37
0	35
86	305
2	2
3	249
37	77
0	103
2	100
4	84
0	7
2	225
0	1037
0	934
0	636
1	703
1	837
0	847
0	885
1	880
4	438
0	569
0	730
1	952
0	533
2	594
0	190
0	148
18	194
0	69
0	185
0	9
0	148
0	125
0	125
0	58
4	1
0	1
0	1
0	0
0	1
0	1
1	5
8	0
65	192
42	166
74	232
0	142
145	248
6	101
0	37
0	45
4	162
5	72
1	107
0	104
0	93
17	113
0	51
0	85
0	118
2	65
0	27
3	7
0	30
0	30
0	29
0	34
0	33
0	9
0	10
0	12
0	30
0	30
0	24
0	32
0	32
0	23
0	23
0	22
0	0
0	0
0	0
0	3
0	0
0	0
0	0
0	0
0	0
0	0
2253	167
37	145
0	12
6	0
2	477
0	60
0	477
1	464
7	446
4	2
2	1
1	4
2	8
1	0
0	0
0	0
0	0
3	1
0	0
0	0
0	0
0	0
2	2400
165	508
190	4439
2	2704
947	4127
4	793
8	4169
0	2937
5	578
2	1687
0	0
6	0
7	5
0	0
0	27
1206	378
78	301
2	188
2	112
38	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	38
0	38
0	28
0	10
0	0
3	2837
8	2844
1	2680
1	2602
0	13
0	818
12	1140
0	20
11	486
0	14
2	74
2	7
0	6
1	36
2	190
0	35
4	182
0	6
0	15
0	5
1	32
5	4
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	16612
19	10930
0	13451
0	14775
106	13030
0	2089
0	2455
0	1905
2	2931
0	969
0	1399
0	190
2	188
4	1455
19	1588
1	3
0	0
21	2
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
2	0
14	4
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
411	10
0	0
0	1
173	19
2	0
0	0
0	0
0	0
0	0
0	0
4	10
12	35
0	37
2	35
4	3
0	18
791	885
1	814
0	482
168	149
0	71
0	146
0	102
0	1
27	16
0	14
0	6
17	0
0	0
0	0
234	83
1	0
1	97
66	36
0	85
0	0
0	10
0	0
0	0
0	44
0	44
0	1
0	43
0	44
0	1
0	43
0	0
0	43
0	40
0	43
0	15
0	20
0	1
0	0
0	1
0	5
0	0
0	0
0	4
2	34
0	0
0	0
105	2
16	3569
0	3412
1	1257
142	3099
5	3610
0	41
0	0
1	0
0	0
745	196
10	185
0	64
0	49
0	0
2	0
4	56
1125	543
0	495
78	362
0	15
3	0
28	217
5	472
494	472
2	23
1	18
0	0
3	0
0	0
0	28
175	408
423	410
57	1534
2	2037
0	2042
6	62
0	1
0	133
13	89
0	45
3	143
0	5
0	0
0	0
0	0
0	608
0	588
0	2086
8	38
0	1019
0	991
0	988
0	989
0	2080
1	464
0	0
0	25
0	1594
2	1586
0	1582
0	0
0	2
0	3
0	39
0	39
0	250
1	3
0	0
0	80
0	5
0	0
1	4
4	4
0	0
2	9
0	8
0	8
0	757
6	10
1455	2227
0	384
0	512
3	438
5	626
1	27
1	627
0	93
0	0
2	15
1	7
0	56
0	99
0	5
60	107
0	4
173	119
20	44
0	65
1	7
1233	193
3	76
44	176
0	1
0	0
379	57
2	55
0	0
0	0
0	0
20	61
0	3
0	0
6	58
0	1
5	42
0	11
0	5
0	0
1	0
0	0
1	2
0	4
0	0
0	6
0	6
0	0
0	413
0	2947
0	837
6	1282
5	1543
0	464
2	748
10	854
90	4154
3	1351
1	736
1	1565
0	1006
0	638
1	842
0	971
0	477
1	631
3	54
0	313
0	220
0	221
1	128
0	45
0	39
0	11
0	11
0	234
9	785
5	296
0	44
15	50
2	10
0	66
26	81
0	28
31	71
0	70
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	64
309	185
0	16
0	16
0	115
0	19
0	979
48	1077
21	281
0	14
10	20
0	36
0	10
0	11
8	0
5	22
0	101
9	0
0	0
0	0
2	892
7	967
0	1619
0	1672
2	1588
0	1595
0	1607
0	799
0	139
2	134
1	58
6	32
0	3
5	221
0	119
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
670	48
1	43
2	4
26	3
0	0
0	0
0	0
2	0
3	0
0	0
0	0
0	0
2	0
1	35
1	35
0	4
0	3
0	0
0	0
0	532
0	95
1	691
35	788
4	312
5	154
3	587
1	53
2	65
0	57
12	305
0	377
4	386
0	246
1	229
3	277
0	218
19	265
34	138
2	109
1	42
113	95
1	41
0	70
23	5
12	456
1	386
0	376
13	10
31	809
0	336
2	664
0	343
0	161
0	291
0	155
0	221
0	52
12	36
0	3
0	7
0	1
0	3
0	5
0	3
0	3
0	7
0	0
9	2524
0	2471
0	2458
0	2489
0	705
0	593
0	733
0	666
0	526
0	557
5	394
0	98
11	97
0	109
0	76
31	45
0	12
0	16
10	3
0	618
0	651
8	38
1	210
0	197
1	59
0	56
2	68
5	9
2	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	37
0	36
3	25
14	6
2	25
7	37
0	0
1	0
653	937
18	929
0	569
30	280
1240	1815
0	417
4	439
6	73
0	149
0	26
3	872
1	0
0	7559
0	7553
1	7617
10	2185
4	7946
0	3858
2	442
0	264
1	446
0	7526
0	7879
0	7220
11	1080
0	7103
0	7073
0	7512
1	99
6	7660
0	11
4	277
4	7488
0	7780
0	8021
0	7783
0	7787
1	7738
4	195
1	7166
0	198
2	6406
16	6064
3	4375
0	4017
0	0
3	227
284	456
11	220
4	221
2	16
8	140
1	53
0	0
0	0
0	0
0	1
0	1
0	1
0	1
0	0
0	0
0	0
0	0
0	0
5	337
0	2
0	335
0	5
0	0
0	0
0	0
8	4360
1	4384
0	0
0	7
0	3611
1	1069
0	1030
0	324
1	56
0	31
0	2324
0	2417
2	817
0	3
0	13
1	13
1	1449
0	18
1	61
0	7
0	0
0	1
0	1
0	1
844	203
14	50
1	186
22	39
1	0
0	0
0	1
0	1
9	0
0	0
0	0
0	0
0	0
25	5
0	0
1	4
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	2
0	0
3	6
0	6
0	0
0	0
0	1
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	7
0	7
0	0
0	1
0	0
0	0
0	0
0	0
14	0
0	0
0	0
0	0
0	0
0	1
0	1
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1105
0	6
12	98
0	1104
0	108
0	13
0	7
75	1385
3	1327
0	2
0	10
1	22
2	11
1	2
2	1
0	0
0	166
0	168
16	209
0	156
7	739
0	47
0	740
0	156
0	0
0	0
2	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	23
0	23
0	10
2	8
0	1
1	2
4	198
6	188
0	37
4	186
0	206
2	170
0	0
0	0
0	0
0	0
0	8
1	8
0	8
0	0
0	4
0	0
0	4
0	4
0	1
0	2
0	0
0	2
0	4
1	3
0	3
0	3
0	7
0	0
0	0
0	7
0	1
0	0
0	0
0	0
5	2
0	0
7	15
2	4
946	184
0	178
0	67
0	67
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
31	358
0	404
4	268
2	322
0	40
1	171
0	124
1	109
0	83
1	52
6	4
3	206
9	904
0	901
1	233
0	934
0	136
0	5
0	1
2	33
0	57
0	0
0	0
7	3
24	1
8	3
0	0
0	0
1	1721
0	1728
2	1744
1	26
0	0
0	186
0	7
7	1
0	278
0	0
11	1479
31	1431
0	54
1	1376
1	254
0	0
0	0
0	0
38	11
0	5
0	3
1	0
0	0
0	0
0	5
0	6
0	2
0	5
0	511
4	8
0	10
2	15
0	6
16	512
7	21
13	77
1	205
0	6
0	20
0	7
4	360
0	76
0	0
193	7
8	233
1	2042
14	2046
0	35
1	67
14	1329
3	50
0	0
0	48
0	62
0	432
1	320
1	409
0	61
1	8
0	14
2	4
3	5
0	2
3	60
0	33
2	5
0	121
0	38
0	0
0	0
0	0
0	0
2	0
0	0
0	945
8	968
0	890
0	1066
1	53
22	218
4	113
56	302
6	22
14	327
9	52
0	231
0	334
0	67
1	0
0	160
0	141
0	137
0	170
1	150
0	114
0	135
4	166
5	140
0	88
1	138
0	125
0	116
0	2
0	34
6	2
0	2
587	135
0	13
0	56
0	64
16	0
2	0
0	0
0	383
157	385
11	144
1	56
1	21
0	47
48	1
0	1
0	0
339	8
179	2
0	1
1	0
896	250
2	187
0	187
4	62
1	1
40	866
251	4385
0	100
68	4538
0	9
1	132
0	755
40	4380
0	216
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	96
1	221
33	905
10	4
5	766
0	66
0	41
0	621
3	205
9	694
0	90
0	7
10	1
92	57
0	38
9	7
2	2
1	2
5	43
0	109
126	135
4	126
0	2
0	0
0	0
0	0
553	953
7	564
11	13
24	218
67	172
365	44
0	0
13	160
1	208
7	220
60	206
15	91
5	38
2	18
9	89
0	0
11	9
0	30
2	0
0	194
1	0
1	1
1	1
0	0
0	30
2	15
64	107
0	90
