UniqueCount	AmbigCount
0	3
0	0
3	919
0	0
0	6
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
12	73
0	3
0	3
0	10
0	5
0	39
3	1
0	120
0	9
0	2
72	13
0	7
0	57
3	8
0	1
10	31
0	0
0	0
0	0
14	1092
0	212
0	196
0	157
0	92
0	76
98	40
0	0
0	42
0	0
0	0
0	1
0	0
0	4
0	0
0	5
4	9
4	24
0	5
14	0
0	67
0	24
0	38
1	39
0	32
1	23
1	12
0	27
0	20
6	3
0	13
1	7
1	2
3	2
0	15
0	11
0	0
0	0
0	6
0	0
3	169
2	3
0	0
0	6
0	0
0	0
4	6
0	1
0	0
2	16
0	5
0	0
0	5
0	7
0	6
0	5
0	0
0	0
287	7646
1961	35272
3017	153448
0	0
0	212
0	0
3947	30766
0	387
0	0
0	0
82	786
2	1
0	0
0	0
0	8
0	13
0	8
0	9
0	4
0	8
0	6
1	3
0	8
0	5
3	21
0	5
0	6
0	6
0	2
0	7
0	6
6	2
0	3
3	3
0	7
0	0
0	0
0	1
0	2
0	2
0	2
0	2
0	1
0	2
2	44
1	11
1	11
0	0
20	1
0	1
0	0
60	10
0	1
0	190
1	195
49	388
1	53
1	415
19	54
0	302
0	422
2	17
0	217
0	411
0	231
0	309
0	2
0	159
2	171
0	16
0	178
0	225
0	228
0	198
0	17
1	83
0	141
1	140
1	233
0	248
0	256
0	300
0	175
0	183
0	200
0	207
1	15
0	221
0	291
0	191
0	15
0	7
0	25
0	14
0	134
1	3
0	0
0	0
0	26
0	1
0	20
0	3
0	0
0	0
1	0
0	0
42	14
0	12
0	2
0	43
0	42
0	1
2	41
0	17
0	20
0	21
0	16
0	14
0	41
0	20
0	0
0	4
0	0
0	0
144	1284
1	508
26	1098
1	1
25	355
2	17
33	7
2	3
0	4
3	0
2	4
0	4
0	3
0	0
0	0
0	0
0	0
0	0
0	0
3	0
1	11
4	9
1	5
0	3
0	56
0	34
113	55
0	0
1	0
0	4088
0	3633
0	3504
0	3959
0	5
0	127
3	46
0	1
6	23
7	1504
0	11
0	9
0	9
0	1
0	9
0	9
0	9
1	12
0	9
0	7
0	1
0	0
0	0
1	0
1	87
1	64
0	88
0	99
8	59
0	84
0	81
0	5
0	57
0	28
1	33
0	36
1	12
0	4
0	10
0	7
0	3
0	1
0	0
1	0
0	0
0	0
0	0
0	0
20	0
0	0
0	3
0	3
0	0
0	0
0	1
0	0
0	0
0	0
0	2
0	3
0	1
0	1
0	12
0	20
0	16
0	25
0	17
0	20
1	7
0	21
0	6
0	6
0	14
0	19
0	12
0	2
138	3514
7	3219
3	2553
17	1083
6	770
1	654
0	441
571	5
0	1
0	1
0	1
0	0
0	0
9	1
0	807
6	887
0	808
6	495
1	497
0	449
2	419
6	44
0	364
0	295
1	33
0	64
0	106
0	66
0	75
0	2
0	13
1	20
0	27
3	2
0	2
3	2
0	29
0	15
0	28
0	28
0	1
0	29
0	0
0	0
8	226
10	241
1	163
0	157
0	0
0	19
2	36
0	2
7	38
0	14
4	3
0	3
0	0
0	0
15	69
2	21
0	4
0	26
1	7
0	39
0	41
0	804
0	1287
0	1290
0	995
2	275
0	1125
0	1463
1	1000
32	822
8	479
0	884
0	1270
0	1007
0	886
0	1062
0	1062
0	269
1	97
2	89
0	831
0	126
0	227
0	193
1	84
0	147
0	252
0	9
0	38
0	356
10	209
1	152
0	225
1	183
0	194
0	6
1	1
1	64
0	277
2	184
1	40
0	155
0	79
0	87
0	76
0	91
0	33
0	3
0	2
0	3
0	0
10	0
4	51
256	79
3	28
1	1
10	923
25	929
2	137
0	168
2	61
0	18
1	27
0	0
0	601
4	786
6	841
4	410
0	798
1	192
0	122
7	177
0	0
0	2
0	963
7	949
298	951
14	948
5	15
0	4
0	0
0	755
27	966
11	747
12	500
12	1409
0	911
3	1073
0	1107
0	376
0	549
0	127
2	95
1	68
2	111
0	342
8	11
0	69
1	0
